Site ID,Sample_ID,Taxon,Order,FFG,Count,Life Stage,Comments,Body Length (mm),Dry mass (mg),Subsample,Area Sampled (m^2),Area of Subsample,Biomass (mg/m^2),Biomass (g/m^2),Dry mass regression/value source,as...,Reference,Calories per mg dry mass,as ... (Order),Calories per prey item
LO701_MANIP_SUN,ORSU16EH002,Calineuria californica,Plecoptera,SH,12,Larva,,14.8,138.1085963,1,1.125,1.125,122.7631967,0.122763197,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,7993.173118
LO701_MANIP_SUN,ORSU16EH002,Calineuria californica,Plecoptera,SH,12,Larva,,18.1,264.6988174,1,1.125,1.125,235.2878377,0.235287838,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,15319.70876
LO701_REF,ORSU16EH003,Calineuria californica,Plecoptera,SH,2,Larva,,4,0.335460576,1,1.125,1.125,0.298187179,0.000298187,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,3.235852718
LO703_MANIP_SHADE,ORSU16EH004,Calineuria californica,Plecoptera,SH,10,Larva,,5.4,4.424357712,1,1.125,1.125,3.932762411,0.003932762,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",48.23,Insecta aquatic,213.3867725
LO703_REF,ORSU16EH006,Calineuria californica,Plecoptera,SH,2,Larva,,6,1.243851224,0.63,1.125,0.7125,1.745756104,0.001745756,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,11.99818891
LO703_REF,ORSU16EH006,Calineuria californica,Plecoptera,SH,2,Larva,,19,51.60778682,0.63,1.125,0.7125,72.4319815,0.072431982,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,497.8087116
MR404_MANIP_SHADE,ORSU16EH007,Calineuria californica,Plecoptera,SH,12,Larva,,2,0.214221864,1,1.125,1.125,0.190419435,0.000190419,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,12.39830457
MR404_MANIP_SHADE,ORSU16EH007,Calineuria californica,Plecoptera,SH,12,Larva,,5,4.140053001,1,1.125,1.125,3.680047112,0.003680047,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,239.6097075
MR404_MANIP_SUN,ORSU16EH008,Calineuria californica,Plecoptera,SH,13,Larva,,2.5,0.477352346,1,1.125,1.125,0.424313196,0.000424313,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,29.92951474
MR404_MANIP_SUN,ORSU16EH008,Calineuria californica,Plecoptera,SH,13,Larva,,5,4.485057418,1,1.125,1.125,3.986717705,0.003986718,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,281.208615
MR404_MANIP_SUN,ORSU16EH008,Calineuria californica,Plecoptera,SH,13,Larva,,8,20.48725586,1,1.125,1.125,18.2108941,0.018210894,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,1284.530455
MR404_MANIP_SUN,ORSU16EH008,Calineuria californica,Plecoptera,SH,13,Larva,,13,98.3924711,1,1.125,1.125,87.45997431,0.087459974,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,6169.109546
MR404_REF,ORSU16EH009,Calineuria californica,Plecoptera,SH,9,Larva,,5,3.105039751,1,1.125,1.125,2.760035334,0.002760035,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",43.407,Insecta aquatic,134.7804605
MR404_REF,ORSU16EH009,Calineuria californica,Plecoptera,SH,9,Larva,,7,9.211979773,1,1.125,1.125,8.188426465,0.008188426,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",43.407,Insecta aquatic,399.864406
MR404_REF,ORSU16EH009,Calineuria californica,Plecoptera,SH,9,Larva,,8.5,17.25353457,1,1.125,1.125,15.33647517,0.015336475,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",43.407,Insecta aquatic,748.924175
MR404_MANIP_SHADE,ORSU16EH007,Cernosvitoviella,Plecoptera,SH,1,Unknown,,4.1,0.1272,1,1.125,1.125,0.113066667,0.000113067,mean value,Enchytraeidae,"Meyer, E. 1989",5.575,Oligochaeta,0.70914
LO701_MANIP_SHADE,ORSU16EH001,Chloroperlidae,Plecoptera,SH,7,Larva,,3.2,1.071849521,1,1.125,1.125,0.95275513,0.000952755,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",33.761,Insecta aquatic,36.18671166
LO701_REF,ORSU16EH003,Chloroperlidae,Plecoptera,SH,6,Larva,,3.7,1.364394575,1,1.125,1.125,1.212795178,0.001212795,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,39.4828502
LO701_REF,ORSU16EH003,Chloroperlidae,Plecoptera,SH,6,Larva,,4,1.687212964,1,1.125,1.125,1.499744857,0.001499745,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,48.82456876
LO703_MANIP_SUN,ORSU16EH005,Chloroperlidae,Plecoptera,SH,6,Larva,,4,1.687212964,1,1.125,1.125,1.499744857,0.001499745,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,48.82456876
LO703_REF,ORSU16EH006,Chloroperlidae,Plecoptera,SH,20,Larva,,2.2,1.103561689,0.63,1.125,0.7125,1.548858511,0.001548859,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",96.46,Insecta aquatic,106.4495605
LO703_REF,ORSU16EH006,Chloroperlidae,Plecoptera,SH,20,Larva,,3.1,2.808707324,0.63,1.125,0.7125,3.942045367,0.003942045,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",96.46,Insecta aquatic,270.9279085
LO703_REF,ORSU16EH006,Chloroperlidae,Plecoptera,SH,20,Larva,,3.7,4.547981915,0.63,1.125,0.7125,6.383132512,0.006383133,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",96.46,Insecta aquatic,438.6983355
MR404_MANIP_SHADE,ORSU16EH007,Chloroperlidae,Plecoptera,SH,1,Larva,,2,0.04256111,1,1.125,1.125,0.037832098,3.78321E-05,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.205272233
MR404_REF,ORSU16EH009,Chloroperlidae,Plecoptera,SH,10,Larva,,2,0.425611099,1,1.125,1.125,0.378320977,0.000378321,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",48.23,Insecta aquatic,20.52722332
MR404_REF,ORSU16EH009,Chloroperlidae,Plecoptera,SH,10,Larva,,3,1.284356343,1,1.125,1.125,1.141650083,0.00114165,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",48.23,Insecta aquatic,61.94450643
LO701_MANIP_SHADE,ORSU16EH001,Doroneuria,Plecoptera,SH,1,Larva,,4.7,0.282471007,1,1.125,1.125,0.25108534,0.000251085,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,1.362357666
LO701_MANIP_SUN,ORSU16EH002,Doroneuria,Plecoptera,SH,1,Larva,,9.8,3.036660761,1,1.125,1.125,2.69925401,0.002699254,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,14.64581485
LO701_REF,ORSU16EH003,Doroneuria,Plecoptera,SH,4,Larva,,4.7,1.129884027,1,1.125,1.125,1.004341357,0.001004341,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,21.79772265
LO701_REF,ORSU16EH003,Doroneuria,Plecoptera,SH,4,Larva,,7.1,4.286280371,1,1.125,1.125,3.810026996,0.003810027,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,82.69092091
LO701_REF,ORSU16EH003,Doroneuria,Plecoptera,SH,4,Larva,,8.8,8.577912042,1,1.125,1.125,7.624810704,0.007624811,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,165.4850791
LO701_REF,ORSU16EH003,Doroneuria,Plecoptera,SH,4,Larva,,26,284.4509922,1,1.125,1.125,252.8453264,0.252845326,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,5487.628541
LO703_MANIP_SHADE,ORSU16EH004,Doroneuria,Plecoptera,SH,16,Larva,,3.4,1.587133445,1,1.125,1.125,1.410785284,0.001410785,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",77.168,Insecta aquatic,122.4759137
LO703_MANIP_SHADE,ORSU16EH004,Doroneuria,Plecoptera,SH,16,Larva,,6.6,13.54065221,1,1.125,1.125,12.0361353,0.012036135,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",77.168,Insecta aquatic,1044.905049
LO703_MANIP_SUN,ORSU16EH005,Doroneuria,Plecoptera,SH,17,Larva,,4.5,4.172394525,1,1.125,1.125,3.708795133,0.003708795,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",81.991,Insecta aquatic,342.0987995
LO703_MANIP_SUN,ORSU16EH005,Doroneuria,Plecoptera,SH,17,Larva,,10,55.10646116,1,1.125,1.125,48.98352103,0.048983521,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",81.991,Insecta aquatic,4518.233857
LO703_MANIP_SUN,ORSU16EH005,Doroneuria,Plecoptera,SH,17,Larva,,14.5,183.1234263,1,1.125,1.125,162.7763789,0.162776379,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",81.991,Insecta aquatic,15014.47285
LO703_REF,ORSU16EH006,Doroneuria,Plecoptera,SH,13,Larva,,3.5,1.416200921,0.63,1.125,0.7125,1.987650415,0.00198765,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,88.79438157
LO703_REF,ORSU16EH006,Doroneuria,Plecoptera,SH,13,Larva,,16,192.4920232,0.63,1.125,0.7125,270.1642431,0.270164243,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,12069.05736
LO703_REF,ORSU16EH006,Doroneuria,Plecoptera,SH,13,Larva,,21,463.564013,0.63,1.125,0.7125,650.6161586,0.650616159,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,29065.00005
MR404_REF,ORSU16EH009,Hesperoperla pacifica,Plecoptera,SH,13,Larva,,1.5,0.091584906,1,1.125,1.125,0.081408805,8.14088E-05,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,5.742282002
MR404_REF,ORSU16EH009,Hesperoperla pacifica,Plecoptera,SH,13,Larva,,2.5,0.477352346,1,1.125,1.125,0.424313196,0.000424313,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",62.699,Insecta aquatic,29.92951474
LO701_REF,ORSU16EH003,Kathroperla,Plecoptera,SH,1,Larva,,6.4,1.01167609,1,1.125,1.125,0.899267636,0.000899268,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,4.879313784
MR404_REF,ORSU16EH009,Kathroperla,Plecoptera,SH,1,Larva,,8,1.857908671,1,1.125,1.125,1.651474374,0.001651474,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,8.96069352
LO701_MANIP_SHADE,ORSU16EH001,Leuctridae,Plecoptera,SH,1,Larva,,4.6,0.164644603,1,1.125,1.125,0.146350758,0.000146351,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.794080919
LO701_REF,ORSU16EH003,Leuctridae,Plecoptera,SH,1,Larva,,4.8,0.185040147,1,1.125,1.125,0.164480131,0.00016448,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.892448627
LO703_MANIP_SUN,ORSU16EH005,Leuctridae,Plecoptera,SH,2,Larva,,6,0.682679773,1,1.125,1.125,0.606826465,0.000606826,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,6.58512909
MR404_MANIP_SHADE,ORSU16EH007,Leuctridae,Plecoptera,SH,2,Larva,,3,0.101903882,1,1.125,1.125,0.090581228,9.05812E-05,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,0.982964843
MR404_MANIP_SHADE,ORSU16EH007,Leuctridae,Plecoptera,SH,2,Larva,,5,0.413946006,1,1.125,1.125,0.367952005,0.000367952,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,3.99292317
MR404_REF,ORSU16EH009,Leuctridae,Plecoptera,SH,2,Larva,,3,0.101903882,1,1.125,1.125,0.090581228,9.05812E-05,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,0.982964843
LO701_REF,ORSU16EH003,Malenka,Plecoptera,SH,1,Larva,,2.9,0.094993532,1,1.125,1.125,0.084438695,8.44387E-05,0.004*L^2.975,Amphinemura spp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.458153804
LO701_MANIP_SUN,ORSU16EH002,Megarcys,Plecoptera,SH,1,Larva,,6.1,0.838410084,1,1.125,1.125,0.745253408,0.000745253,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,4.043651835
LO701_REF,ORSU16EH003,Megarcys,Plecoptera,SH,4,Larva,,7.2,5.161731463,1,1.125,1.125,4.588205745,0.004588206,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,99.58012339
LO703_MANIP_SUN,ORSU16EH005,Megarcys,Plecoptera,SH,2,Larva,,6.2,1.749260028,1,1.125,1.125,1.554897803,0.001554898,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,16.87336223
LO703_MANIP_SUN,ORSU16EH005,Megarcys,Plecoptera,SH,2,Larva,,7.7,3.073307134,1,1.125,1.125,2.731828564,0.002731829,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,29.64512062
LO703_REF,ORSU16EH006,Megarcys,Plecoptera,SH,2,Larva,,5.6,1.34239599,0.63,1.125,0.7125,1.884064547,0.001884065,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,12.94875172
LO703_MANIP_SHADE,ORSU16EH004,Moselia infuscata,Plecoptera,SH,1,Larva,,5.4,0.25563981,1,1.125,1.125,0.227235387,0.000227235,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,1.232950802
LO703_REF,ORSU16EH006,Moselia infuscata,Plecoptera,SH,2,Larva,,2.5,0.061789885,0.63,1.125,0.7125,0.086722646,8.67226E-05,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,0.596025232
LO703_REF,ORSU16EH006,Moselia infuscata,Plecoptera,SH,2,Larva,,5.2,0.460981163,0.63,1.125,0.7125,0.646991106,0.000646991,0.0025*L^2.744,Leuctra sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,4.446624299
LO701_REF,ORSU16EH003,Nemouridae,Plecoptera,SH,1,Larva,,1.3,0.008730547,1,1.125,1.125,0.007760486,7.76049E-06,0.004*L^2.975,Amphinemura spp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.042107429
MR404_MANIP_SUN,ORSU16EH008,Paraperla,Plecoptera,SH,2,Larva,,4,0.562404321,1,1.125,1.125,0.499914952,0.000499915,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,5.424952085
MR404_REF,ORSU16EH009,Paraperla,Plecoptera,SH,3,Larva,,5,1.549254562,1,1.125,1.125,1.377115166,0.001377115,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",14.469,Insecta aquatic,22.41616425
LO701_MANIP_SHADE,ORSU16EH001,Perlidae,Plecoptera,P,18,Larva,,2.4,0.57925373,1,1.125,1.125,0.514892204,0.000514892,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",86.814,Insecta aquatic,50.28733334
LO701_MANIP_SHADE,ORSU16EH001,Perlidae,Plecoptera,P,18,Larva,,3.3,1.621299168,1,1.125,1.125,1.441154816,0.001441155,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",86.814,Insecta aquatic,140.7514659
LO701_MANIP_SUN,ORSU16EH002,Perlidae,Plecoptera,P,3,Larva,,3.2,0.24463556,1,1.125,1.125,0.217453831,0.000217454,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",14.469,Insecta aquatic,3.539631915
LO701_REF,ORSU16EH003,Perlidae,Plecoptera,P,25,Larva,,2.6,1.04204739,1,1.125,1.125,0.926264347,0.000926264,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",120.575,Insecta aquatic,125.6448641
LO701_REF,ORSU16EH003,Perlidae,Plecoptera,P,25,Larva,,4,4.193257202,1,1.125,1.125,3.727339735,0.00372734,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",120.575,Insecta aquatic,505.6019872
LO703_MANIP_SHADE,ORSU16EH004,Perlidae,Plecoptera,P,5,Larva,,2.3,0.140225815,1,1.125,1.125,0.124645169,0.000124645,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,3.381545517
LO703_MANIP_SUN,ORSU16EH005,Perlidae,Plecoptera,P,12,Larva,,2.5,0.440632935,1,1.125,1.125,0.39167372,0.000391674,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,25.50207173
LO703_MANIP_SUN,ORSU16EH005,Perlidae,Plecoptera,P,12,Larva,,3.5,1.307262389,1,1.125,1.125,1.162011012,0.001162011,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,75.65911802
LO703_REF,ORSU16EH006,Perlidae,Plecoptera,P,29,Larva,,2,0.517702837,0.63,1.125,0.7125,0.726600473,0.0007266,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",139.867,Insecta aquatic,72.40954269
MR404_REF,ORSU16EH009,Perlidae,Plecoptera,P,34,Larva,,2,0.606961947,1,1.125,1.125,0.539521731,0.000539522,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",163.982,Insecta aquatic,99.53083395
LO703_REF,ORSU16EH006,Perlodidae,Plecoptera,SH,2,Larva,,2.4,0.148174349,0.63,1.125,0.7125,0.207963999,0.000207964,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,1.42928977
MR404_REF,ORSU16EH009,Perlodidae,Plecoptera,SH,1,Larva,,3,0.132375001,1,1.125,1.125,0.117666668,0.000117667,0.0076*L^2.601,Isoperla bilineata,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.638444629
LO701_MANIP_SHADE,ORSU16EH001,Pteronarcys princeps,Plecoptera,SH,6,Larva,,4.2,2.277589519,1,1.125,1.125,2.024524017,0.002024524,0.0064*L^2.845,Pteronarcys dorsata,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,65.90888549
LO701_MANIP_SHADE,ORSU16EH001,Pteronarcys princeps,Plecoptera,SH,6,Larva,,4.8,3.330140406,1,1.125,1.125,2.960124805,0.002960125,0.0064*L^2.845,Pteronarcys dorsata,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,96.36760307
LO701_MANIP_SHADE,ORSU16EH001,Pteronarcys princeps,Plecoptera,SH,6,Larva,,9.7,24.64318335,1,1.125,1.125,21.90505187,0.021905052,0.0064*L^2.845,Pteronarcys dorsata,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,713.1244399
LO701_MANIP_SHADE,ORSU16EH001,Pteronarcys princeps,Plecoptera,SH,6,Larva,,19,166.8726716,1,1.125,1.125,148.3312636,0.148331264,0.0064*L^2.845,Pteronarcys dorsata,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,4828.961372
LO701_MANIP_SHADE,ORSU16EH001,Sweltsa,Plecoptera,SH,4,Larva,,3.5,0.78182325,1,1.125,1.125,0.694954,0.000694954,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,15.08293413
LO701_MANIP_SHADE,ORSU16EH001,Sweltsa,Plecoptera,SH,4,Larva,,5.3,2.420999486,1,1.125,1.125,2.151999543,0.002152,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,46.70592208
LO701_MANIP_SHADE,ORSU16EH001,Sweltsa,Plecoptera,SH,4,Larva,,6.8,4.773330512,1,1.125,1.125,4.242960455,0.00424296,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",19.292,Insecta aquatic,92.08709225
LO701_MANIP_SUN,ORSU16EH002,Sweltsa,Plecoptera,SH,1,Larva,,5.1,0.545040026,1,1.125,1.125,0.484480023,0.00048448,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,2.628728046
LO703_MANIP_SHADE,ORSU16EH004,Sweltsa,Plecoptera,SH,20,Larva,,3.4,3.612316566,1,1.125,1.125,3.210948059,0.003210948,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",96.46,Insecta aquatic,348.4440559
LO703_MANIP_SUN,ORSU16EH005,Sweltsa,Plecoptera,SH,5,Larva,,5.4,3.184328348,1,1.125,1.125,2.830514087,0.002830514,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,76.79007812
LO703_MANIP_SUN,ORSU16EH005,Sweltsa,Plecoptera,SH,5,Larva,,6.5,5.276588479,1,1.125,1.125,4.69030087,0.004690301,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,127.2449312
LO703_REF,ORSU16EH006,Sweltsa,Plecoptera,SH,5,Larva,,5.5,3.347535625,0.63,1.125,0.7125,4.698295614,0.004698296,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,80.7258216
MR404_MANIP_SHADE,ORSU16EH007,Sweltsa,Plecoptera,SH,2,Larva,,3,0.256871269,1,1.125,1.125,0.228330017,0.00022833,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,2.477780257
MR404_MANIP_SHADE,ORSU16EH007,Sweltsa,Plecoptera,SH,2,Larva,,5,1.032836374,1,1.125,1.125,0.918076777,0.000918077,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,9.962739668
MR404_MANIP_SUN,ORSU16EH008,Sweltsa,Plecoptera,SH,1,Larva,,3,0.128435634,1,1.125,1.125,0.114165008,0.000114165,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.619445064
MR404_REF,ORSU16EH009,Sweltsa,Plecoptera,SH,1,Larva,,3,0.128435634,1,1.125,1.125,0.114165008,0.000114165,(0.0062*L^2.724)*1.039,Sweltsa sp.,"Benke, A. C. et al. 1999",4.823,Insecta aquatic,0.619445064
LO701_MANIP_SHADE,ORSU16EH001,Visoka cataractae,Plecoptera,SH,6,Larva,,3,0.630444666,1,1.125,1.125,0.560395259,0.000560395,0.004*L^2.975,Amphinemura spp.,"Benke, A. C. et al. 1999",28.938,Insecta aquatic,18.24380774
LO703_MANIP_SHADE,ORSU16EH004,Visoka cataractae,Plecoptera,SH,3,Larva,,3.1,0.347521986,1,1.125,1.125,0.308908432,0.000308908,0.004*L^2.975,Amphinemura spp.,"Benke, A. C. et al. 1999",14.469,Insecta aquatic,5.028295612
LO703_REF,ORSU16EH006,Visoka cataractae,Plecoptera,SH,2,Larva,,2.8,0.171153242,0.63,1.125,0.7125,0.240215076,0.000240215,0.004*L^2.975,Amphinemura spp.,"Benke, A. C. et al. 1999",9.646,Insecta aquatic,1.650944173
LO701_MANIP_SHADE,ORSU16EH001,Yoraperla,Plecoptera,SH,8,Larva,,2.4,1.118053416,1,1.125,1.125,0.993825259,0.000993825,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",38.584,Insecta aquatic,43.13897301
LO701_MANIP_SHADE,ORSU16EH001,Yoraperla,Plecoptera,SH,8,Larva,,3.4,2.784734929,1,1.125,1.125,2.475319937,0.00247532,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",38.584,Insecta aquatic,107.4462125
LO701_MANIP_SHADE,ORSU16EH001,Yoraperla,Plecoptera,SH,8,Larva,,4.6,6.148010756,1,1.125,1.125,5.46489845,0.005464898,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",38.584,Insecta aquatic,237.214847
LO701_MANIP_SUN,ORSU16EH002,Yoraperla,Plecoptera,SH,17,Larva,,3.4,5.917561725,1,1.125,1.125,5.260054867,0.005260055,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",81.991,Insecta aquatic,485.1868034
LO701_MANIP_SUN,ORSU16EH002,Yoraperla,Plecoptera,SH,17,Larva,,5.6,21.87362009,1,1.125,1.125,19.44321786,0.019443218,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",81.991,Insecta aquatic,1793.439985
LO701_REF,ORSU16EH003,Yoraperla,Plecoptera,SH,61,Larva,,1.8,4.012018353,1,1.125,1.125,3.566238536,0.003566239,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",294.203,Insecta aquatic,1180.347836
LO701_REF,ORSU16EH003,Yoraperla,Plecoptera,SH,61,Larva,,2.6,10.51426986,1,1.125,1.125,9.346017653,0.009346018,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",294.203,Insecta aquatic,3093.329735
LO701_REF,ORSU16EH003,Yoraperla,Plecoptera,SH,61,Larva,,3.8,28.41724495,1,1.125,1.125,25.25977329,0.025259773,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",294.203,Insecta aquatic,8360.438716
LO703_MANIP_SHADE,ORSU16EH004,Yoraperla,Plecoptera,SH,46,Larva,,2.1,4.530973233,1,1.125,1.125,4.027531763,0.004027532,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",221.858,Insecta aquatic,1005.232659
LO703_MANIP_SHADE,ORSU16EH004,Yoraperla,Plecoptera,SH,46,Larva,,4.1,26.14993712,1,1.125,1.125,23.24438855,0.023244389,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",221.858,Insecta aquatic,5801.57275
LO703_MANIP_SUN,ORSU16EH005,Yoraperla,Plecoptera,SH,78,Larva,,1.5,3.181799535,1,1.125,1.125,2.828266253,0.002828266,0.0141*L^2.62,Talliperla maria,"Benke, A. C. et al. 1999",376.194,Insecta aquatic,1196.973894
